Parametric p-value,FDR,Geom mean of intensities in class 1,Geom mean of intensities in class 2,Fold-change(KD/C),UniqueID,Symbol
0.734576,1,18.97,21.22,1.1235955056179776,ENSG00000132434,LANCL2
0.734592,1,2.32,2.82,1.2195121951219512,ENSG00000267117,AC010525.4
0.734766,1,2.34,2.77,1.1764705882352942,ENSG00000259793,RP11-400N9.1
0.73483,1,1.11,1.06,0.9523809523809523,ENSG00000270237,RP11-381K20.5
0.73491,1,111.07,117.59,1.0638297872340425,ENSG00000160710,ADAR
0.734959,1,1.15,1.06,0.9174311926605504,ENSG00000214207,KRT18P10
0.73508,1,2.46,2.95,1.2048192771084338,ENSG00000081059,TCF7
0.735198,1,4.04,3.45,0.8547008547008548,ENSG00000260804,RP11-566E18.3
0.735284,1,1.14,1.06,0.9345794392523364,ENSG00000249647,CTC-349C3.2
0.735363,1,4.7,5.42,1.1494252873563218,ENSG00000108379,WNT3
0.735384,1,10.75,12.19,1.1363636363636365,ENSG00000067177,PHKA1
0.735387,1,3.25,3.78,1.1627906976744187,ENSG00000173825,TIGD3
0.735502,1,2324.84,2528.18,1.0869565217391304,ENSG00000142937,RPS8
0.735519,1,51.05,48.07,0.9433962264150942,ENSG00000167881,SRP68
0.735535,1,12.86,11.26,0.8771929824561404,ENSG00000131069,ACSS2
0.735603,1,3.74,3.18,0.8474576271186441,ENSG00000146966,DENND2A
0.735648,1,7.2,8.5,1.1764705882352942,ENSG00000163738,MTHFD2L
0.735696,1,2.93,3.6,1.2345679012345678,ENSG00000185338,SOCS1
0.735773,1,7,5.81,0.8264462809917356,ENSG00000088876,ZNF343
0.735885,1,1.09,1.14,1.0416666666666667,ENSG00000236296,GUSBP5
0.735939,1,22.34,24.27,1.0869565217391304,ENSG00000163235,TGFA
0.735955,1,1.31,1.14,0.8695652173913044,ENSG00000223685,LINC00571
0.736007,1,24.01,26.93,1.1235955056179776,ENSG00000140464,PML
0.736026,1,82.32,90.3,1.0989010989010988,ENSG00000156931,VPS8
0.736072,1,33.21,30.74,0.9259259259259258,ENSG00000141295,SCRN2
0.736186,1,1.18,1.27,1.0869565217391304,ENSG00000164266,SPINK1
0.736401,1,22.96,20.18,0.8771929824561404,ENSG00000137857,DUOX1
0.73654,1,1.13,1.08,0.9523809523809523,ENSG00000258555,SPECC1L-ADORA2A
0.736559,1,80.17,72.78,0.9090909090909091,ENSG00000197858,GPAA1
0.736567,1,50.89,47.63,0.9345794392523364,ENSG00000105171,POP4
0.736575,1,2.01,1.69,0.8403361344537815,ENSG00000171124,FUT3
0.73658,1,60.04,66.94,1.1111111111111112,ENSG00000138386,NAB1
0.736592,1,1.27,1.14,0.8928571428571428,ENSG00000228495,LINC01013
0.736607,1,221.23,208.81,0.9433962264150942,ENSG00000146223,RPL7L1
0.736659,1,1.2,1.08,0.8928571428571428,ENSG00000080572,PIH1D3
0.736731,1,2.49,2.91,1.1627906976744187,ENSG00000141068,KSR1
0.736745,1,1.14,1.06,0.9345794392523364,ENSG00000228008,CTD-2330K9.3
0.736758,1,68.32,57.34,0.8403361344537815,ENSG00000134996,OSTF1
0.736872,1,1.22,1.14,0.9345794392523364,ENSG00000220660,RP3-406A7.3
0.736889,1,1.16,1.06,0.9174311926605504,ENSG00000129159,KCNC1
0.736889,1,1.16,1.06,0.9174311926605504,ENSG00000226578,RP11-258F22.1
0.736889,1,1.16,1.06,0.9174311926605504,ENSG00000229423,RPL27AP8
0.736923,1,1.39,1.27,0.9090909090909091,ENSG00000166343,MSS51
0.736923,1,38.39,41.12,1.075268817204301,ENSG00000061676,NCKAP1
0.736987,1,372.66,310.9,0.8333333333333334,ENSG00000134419,RPS15A
0.737009,1,14.41,12.95,0.9009009009009008,ENSG00000188191,PRKAR1B
0.737013,1,12.27,14.2,1.1627906976744187,ENSG00000059691,PET112
0.737158,1,2.72,2.36,0.8695652173913044,ENSG00000205423,CNEP1R1
0.737205,1,5.48,4.75,0.8695652173913044,ENSG00000058404,CAMK2B
0.737262,1,1.23,1.14,0.9259259259259258,ENSG00000259744,RP11-138H8.6
0.737287,1,15.48,14.38,0.9259259259259258,ENSG00000167081,PBX3
0.737328,1,1.41,1.56,1.1111111111111112,ENSG00000243977,RP11-473P24.2
0.737423,1,13.5,14.57,1.075268817204301,ENSG00000215114,UBXN2B
0.737491,1,1.39,1.62,1.1627906976744187,ENSG00000163491,NEK10
0.7375,1,1.81,1.58,0.8695652173913044,ENSG00000100024,UPB1
0.737505,1,4.63,3.89,0.8403361344537815,ENSG00000158106,RHPN1
0.737637,1,11.59,13.31,1.1494252873563218,ENSG00000196187,TMEM63A
0.737692,1,1.52,1.74,1.1494252873563218,ENSG00000185664,PMEL
0.737752,1,1.03,1.06,1.0204081632653061,ENSG00000201700,SNORD113-3
0.737752,1,1.03,1.06,1.0204081632653061,ENSG00000226889,RP11-474I16.8
0.737752,1,1.03,1.06,1.0204081632653061,ENSG00000232833,FAM27E3
0.737752,1,1.03,1.06,1.0204081632653061,ENSG00000239468,RN7SL569P
0.737752,1,1.03,1.06,1.0204081632653061,ENSG00000262096,PCDHB19P
0.737752,1,1.03,1.06,1.0204081632653061,ENSG00000267285,RP5-951N9.2
0.737809,1,3.19,2.67,0.8403361344537815,ENSG00000120337,TNFSF18
0.737845,1,1.62,1.43,0.8849557522123894,ENSG00000160741,CRTC2
0.738003,1,1.15,1.08,0.9345794392523364,ENSG00000271551,RP11-230C9.2
0.738191,1,1.18,1.08,0.9174311926605504,ENSG00000263779,RN7SL467P
0.738234,1,1.61,1.84,1.1494252873563218,ENSG00000079102,RUNX1T1
0.738247,1,1.24,1.14,0.9174311926605504,ENSG00000106809,OGN
0.738288,1,23.14,20.2,0.8695652173913044,ENSG00000241990,RP6-109B7.3
0.738323,1,2.18,1.84,0.8403361344537815,ENSG00000231638,AC011738.4
0.738378,1,16.04,14.06,0.8771929824561404,ENSG00000188786,MTF1
0.73842,1,1.48,1.67,1.1235955056179776,ENSG00000240563,L1TD1
0.738442,1,408.72,438.19,1.075268817204301,ENSG00000131051,RBM39
0.738634,1,2.28,2.68,1.1764705882352942,ENSG00000135838,NPL
0.738641,1,1.11,1.06,0.9523809523809523,ENSG00000272518,RP11-26J3.3
0.738683,1,75.12,80.34,1.075268817204301,ENSG00000049541,RFC2
0.738707,1,35.22,37.52,1.0638297872340425,ENSG00000049618,ARID1B
0.738744,1,6.05,5.32,0.8771929824561404,ENSG00000162396,PARS2
0.738768,1,6.69,7.82,1.1627906976744187,ENSG00000170185,USP38
0.738906,1,1.37,1.54,1.1235955056179776,ENSG00000139567,ACVRL1
0.738952,1,1.27,1.14,0.9009009009009008,ENSG00000246323,RP11-325L7.1
0.738991,1,15.46,14.14,0.9174311926605504,ENSG00000162065,TBC1D24
0.739137,1,1.56,1.41,0.9090909090909091,ENSG00000273125,RP11-115H18.1
0.739139,1,20.09,24.73,1.2345679012345678,ENSG00000171159,C9orf16
0.739231,1,11.93,13.07,1.0989010989010988,ENSG00000237187,NR2F1-AS1
0.739233,1,704.74,582.9,0.8264462809917356,ENSG00000167283,ATP5L
0.739319,1,15.61,18.05,1.1627906976744187,ENSG00000168216,LMBRD1
0.739427,1,16.02,17.97,1.1235955056179776,ENSG00000136371,MTHFS
0.739444,1,1.22,1.3,1.0638297872340425,ENSG00000181333,HEPHL1
0.739493,1,7.37,8.29,1.1235955056179776,ENSG00000087157,PGS1
0.739554,1,4.93,5.96,1.2048192771084338,ENSG00000174705,SH3PXD2B
0.739589,1,7.83,9.69,1.2345679012345678,ENSG00000151773,CCDC122
0.739608,1,1.8,2.03,1.1235955056179776,ENSG00000270074,LINC00965
0.739633,1,11.71,14.31,1.2195121951219512,ENSG00000168286,THAP11
0.739646,1,45.94,42.66,0.9259259259259258,ENSG00000115806,GORASP2
0.739705,1,1.64,1.45,0.8849557522123894,ENSG00000272501,XXbac-BPG299F13.17
0.739808,1,6.8,7.56,1.1111111111111112,ENSG00000163803,PLB1
0.73989,1,45.37,41.54,0.9174311926605504,ENSG00000196975,ANXA4
0.740122,1,1.5,1.34,0.8928571428571428,ENSG00000186340,THBS2
0.740138,1,20.18,21.83,1.0869565217391304,ENSG00000011347,SYT7
0.740427,1,15.02,16.69,1.1111111111111112,ENSG00000138092,CENPO
0.740603,1,2.83,2.49,0.8849557522123894,ENSG00000171657,GPR82
0.74061,1,1.63,1.45,0.8849557522123894,ENSG00000236624,CCDC163P
0.740708,1,3.04,3.6,1.1904761904761905,ENSG00000231365,RP11-418J17.1
0.740745,1,1.67,1.45,0.8695652173913044,ENSG00000234663,AC104820.2
0.740913,1,1.72,1.56,0.9009009009009008,ENSG00000235052,RP1-150O5.3
0.740916,1,4.08,3.54,0.8695652173913044,ENSG00000100413,POLR3H
0.740934,1,251.95,227.69,0.9009009009009008,ENSG00000240463,RPS19P3
0.741,1,178.48,188.37,1.0526315789473684,ENSG00000129515,SNX6
0.741099,1,6.37,5.44,0.8547008547008548,ENSG00000164093,PITX2
0.741339,1,295.18,244.34,0.8264462809917356,ENSG00000039068,CDH1
0.741428,1,5,4.32,0.8620689655172414,ENSG00000198182,ZNF607
0.741465,1,37.52,40.34,1.075268817204301,ENSG00000249614,RP11-703G6.1
0.741477,1,12.73,11.56,0.9090909090909091,ENSG00000226381,RP11-119F19.2
0.741517,1,17.95,16.02,0.8928571428571428,ENSG00000170113,NIPA1
0.741524,1,1.33,1.21,0.9090909090909091,ENSG00000182257,C22orf26
0.74167,1,445.17,472.64,1.0638297872340425,ENSG00000186468,RPS23
0.741687,1,2.22,1.88,0.8474576271186441,ENSG00000270019,RP11-141B14.1
0.741702,1,59.53,63.47,1.0638297872340425,ENSG00000100220,RTCB
0.741759,1,2.74,3.33,1.2195121951219512,ENSG00000256295,AC005086.2
0.741768,1,1.39,1.27,0.9090909090909091,ENSG00000099365,STX1B
0.741778,1,1561.53,1415.02,0.9090909090909091,ENSG00000145592,RPL37
0.7419,1,51.7,46.21,0.8928571428571428,ENSG00000123124,WWP1
0.741926,1,1.29,1.45,1.1235955056179776,ENSG00000236447,ATG10-IT1
0.741932,1,5.23,6.03,1.1494252873563218,ENSG00000105767,CADM4
0.741948,1,6.91,5.9,0.8547008547008548,ENSG00000167065,DUSP18
0.741965,1,1.11,1.06,0.9523809523809523,ENSG00000228427,RP5-1091N2.9
0.74199,1,106.42,88.54,0.8333333333333334,ENSG00000106803,SEC61B
0.742025,1,1.25,1.37,1.0869565217391304,ENSG00000123358,NR4A1
0.742031,1,123.91,142.57,1.1494252873563218,ENSG00000087460,GNAS
0.742033,1,19.23,15.91,0.8264462809917356,ENSG00000004478,FKBP4
0.742199,1,181.3,197.65,1.0869565217391304,ENSG00000139168,ZCRB1
0.742243,1,1.14,1.08,0.9433962264150942,ENSG00000272663,RP11-191L17.1
0.742291,1,19.95,21.61,1.0869565217391304,ENSG00000148218,ALAD
0.742469,1,51.6,60.57,1.1764705882352942,ENSG00000113460,BRIX1
0.742514,1,17.85,20.15,1.1235955056179776,ENSG00000157625,TAB3
0.742709,1,191.47,166.8,0.8695652173913044,ENSG00000166619,BLCAP
0.742737,1,4.57,5.12,1.1235955056179776,ENSG00000171532,NEUROD2
0.742826,1,42.26,36.47,0.8620689655172414,ENSG00000008282,SYPL1
0.742841,1,2.48,2.91,1.1627906976744187,ENSG00000144355,DLX1
0.742858,1,4.89,6.01,1.2345679012345678,ENSG00000176903,PNMA1
0.742917,1,1.9,2.15,1.1363636363636365,ENSG00000240889,NDUFB2-AS1
0.743121,1,270.94,249.77,0.9259259259259258,ENSG00000149357,LAMTOR1
0.743125,1,3.56,2.88,0.8130081300813008,ENSG00000099889,ARVCF
0.743143,1,1.14,1.22,1.075268817204301,ENSG00000226913,BSN-AS2
0.743146,1,34.11,41.72,1.2195121951219512,ENSG00000210049,MT-TF
0.743151,1,18.58,16.27,0.8771929824561404,ENSG00000160932,LY6E
0.743162,1,6.85,5.9,0.8620689655172414,ENSG00000102981,PARD6A
0.74322,1,1.72,1.96,1.1363636363636365,ENSG00000204248,COL11A2
0.743237,1,1.28,1.43,1.1235955056179776,ENSG00000231345,RP11-564C4.6
0.743319,1,11.53,13.71,1.1904761904761905,ENSG00000174080,CTSF
0.743343,1,8.76,8.24,0.9433962264150942,ENSG00000131591,C1orf159
0.743372,1,5,6.04,1.2048192771084338,ENSG00000204261,TAPSAR1
0.743423,1,1.54,1.33,0.8695652173913044,ENSG00000175121,WFDC5
0.743525,1,8.17,9.81,1.2048192771084338,ENSG00000164048,ZNF589
0.743557,1,1.1,1.06,0.9615384615384615,ENSG00000221102,SNORA11B
0.743706,1,1001.29,1035.71,1.0309278350515465,ENSG00000132475,H3F3B
0.743765,1,1.73,2.03,1.1764705882352942,ENSG00000226259,GTF2H2B
0.743813,1,4.42,5.46,1.2345679012345678,ENSG00000180776,ZDHHC20
0.743839,1,1.6,1.8,1.1235955056179776,ENSG00000231799,RP13-93L13.2
0.743986,1,10.04,11.14,1.1111111111111112,ENSG00000124608,AARS2
0.744047,1,16.03,17.27,1.075268817204301,ENSG00000249115,HAUS5
0.744108,1,2.55,2.22,0.8695652173913044,ENSG00000250900,CTC-338M12.6
0.744128,1,1.26,1.08,0.8547008547008548,ENSG00000200354,SNORA71D
0.744129,1,59.71,64.04,1.075268817204301,ENSG00000163605,PPP4R2
0.744157,1,1.41,1.27,0.9009009009009008,ENSG00000265119,RN7SL676P
0.744251,1,1.52,1.7,1.1235955056179776,ENSG00000233783,AP001442.2
0.744269,1,6.01,7.02,1.1627906976744187,ENSG00000219626,FAM228B
0.744414,1,1.6,1.44,0.9009009009009008,ENSG00000188761,BCL2L15
0.744441,1,2.23,2.58,1.1494252873563218,ENSG00000205476,CCDC85C
0.744451,1,11.15,12.93,1.1627906976744187,ENSG00000255135,RP11-111M22.3
0.744648,1,95.87,101.85,1.0638297872340425,ENSG00000183431,SF3A3
0.744669,1,3.78,4.2,1.1111111111111112,ENSG00000244625,CTA-211A9.5
0.744901,1,1.08,1.14,1.0526315789473684,ENSG00000249407,IL20RB-AS1
0.744907,1,834.18,773.6,0.9259259259259258,ENSG00000149806,FAU
0.744973,1,1.14,1.08,0.9433962264150942,ENSG00000239474,KLHL41
0.745224,1,1557.52,1412.85,0.9090909090909091,ENSG00000122378,FAM213A
0.745312,1,2.09,2.42,1.1494252873563218,ENSG00000239642,AC034228.7
0.745412,1,9.59,8.32,0.8695652173913044,ENSG00000178038,ALS2CL
0.745485,1,44.24,41.47,0.9345794392523364,ENSG00000015532,XYLT2
0.745535,1,41.69,47.25,1.1363636363636365,ENSG00000213228,RPL12P38
0.74561,1,25.07,26.11,1.0416666666666667,ENSG00000189223,PAX8-AS1
0.74579,1,1.05,1.08,1.0204081632653061,ENSG00000213707,HMGB1P10
0.74579,1,1.05,1.08,1.0204081632653061,ENSG00000219133,RP11-203F10.6
0.745926,1,85.47,98.72,1.1494252873563218,ENSG00000089250,NOS1
0.74597,1,19.87,17.43,0.8771929824561404,ENSG00000241549,GUSBP2
0.745996,1,4,3.41,0.8547008547008548,ENSG00000158793,NIT1
0.746216,1,1.4,1.26,0.9009009009009008,ENSG00000175697,GPR156
0.746286,1,1.38,1.56,1.1235955056179776,ENSG00000257164,RP11-25I15.2
0.746461,1,1.24,1.33,1.075268817204301,ENSG00000145063,AC062028.1
0.746529,1,45.12,41.51,0.9174311926605504,ENSG00000172943,PHF8
0.746748,1,80.5,90.1,1.1235955056179776,ENSG00000167005,NUDT21
0.746753,1,103.92,98.83,0.9523809523809523,ENSG00000133059,DSTYK
0.746775,1,3,2.52,0.8403361344537815,ENSG00000100601,ALKBH1
0.746801,1,1.13,1.08,0.9523809523809523,ENSG00000227477,STK4-AS1
0.746831,1,1.41,1.26,0.8928571428571428,ENSG00000253519,AC106801.1
0.746863,1,12.3,14.93,1.2195121951219512,ENSG00000186448,ZNF197
0.746873,1,28.9,27.42,0.9523809523809523,ENSG00000177150,FAM210A
0.746901,1,1.8,1.6,0.8928571428571428,ENSG00000229980,TOB1-AS1
0.746932,1,1.52,1.69,1.1111111111111112,ENSG00000203819,HIST2H2BC
0.747011,1,44.32,50.7,1.1494252873563218,ENSG00000205726,ITSN1
0.747091,1,1.27,1.14,0.9009009009009008,ENSG00000233220,LINC00167
0.747106,1,23.02,20.72,0.9009009009009008,ENSG00000107951,MTPAP
0.747254,1,1.32,1.52,1.1494252873563218,ENSG00000178162,FAR2P2
0.747305,1,1.12,1.06,0.9433962264150942,ENSG00000227110,LMCD1-AS1
0.74732,1,29.38,26.34,0.8928571428571428,ENSG00000103197,TSC2
0.747366,1,4.37,3.46,0.7936507936507936,ENSG00000213104,NPM1P46
0.747395,1,152.24,163.18,1.075268817204301,ENSG00000181191,PJA1
0.74743,1,4.34,5.11,1.1764705882352942,ENSG00000261534,RP11-244O19.1
0.747491,1,29.77,32.87,1.0989010989010988,ENSG00000109654,TRIM2
0.74751,1,2.65,2.36,0.8928571428571428,ENSG00000197774,EME2
0.747517,1,3.98,3.38,0.8474576271186441,ENSG00000187713,TMEM203
0.747525,1,6.77,7.45,1.0989010989010988,ENSG00000166845,C18orf54
0.74755,1,1.22,1.14,0.9345794392523364,ENSG00000231903,AC079354.5
0.747671,1,47.57,45.13,0.9523809523809523,ENSG00000178950,GAK
0.747779,1,226.88,242.67,1.075268817204301,ENSG00000100201,DDX17
0.747814,1,47.92,52.53,1.0989010989010988,ENSG00000068793,CYFIP1
0.747906,1,1.61,1.87,1.1627906976744187,ENSG00000262692,CTD-3195I5.3
0.747988,1,129.62,113.04,0.8695652173913044,ENSG00000157379,DHRS1
0.747993,1,13.55,15.08,1.1111111111111112,ENSG00000225528,RP3-370M22.8
0.748029,1,73.57,64.44,0.8771929824561404,ENSG00000178078,STAP2
0.74804,1,987.58,877.81,0.8849557522123894,ENSG00000105193,RPS16
0.748086,1,1.44,1.6,1.1111111111111112,ENSG00000185823,NPAP1
0.748094,1,3.78,4.52,1.1904761904761905,ENSG00000163945,UVSSA
0.748108,1,8.16,9.08,1.1111111111111112,ENSG00000244405,ETV5
0.748125,1,2.96,3.46,1.1764705882352942,ENSG00000132122,SPATA6
0.748154,1,23.13,20.23,0.8771929824561404,ENSG00000184887,BTBD6
0.748168,1,1.15,1.08,0.9345794392523364,ENSG00000213613,RP11-380G5.3
0.748277,1,1.91,2.28,1.1904761904761905,ENSG00000258450,RP11-649E7.7
0.74837,1,1.57,1.77,1.1235955056179776,ENSG00000111012,CYP27B1
0.74839,1,3.12,3.6,1.1494252873563218,ENSG00000245156,RP11-867G23.3
0.748427,1,1.47,1.67,1.1363636363636365,ENSG00000124091,GCNT7
0.748473,1,1.58,1.79,1.1235955056179776,ENSG00000272172,RP13-582O9.7
0.748513,1,6.99,8.97,1.282051282051282,ENSG00000169105,CHST14
0.748524,1,37.49,34.77,0.9259259259259258,ENSG00000164209,SLC25A46
0.748579,1,1.12,1.21,1.075268817204301,ENSG00000179899,PHC1P1
0.748592,1,1.12,1.08,0.9615384615384615,ENSG00000243954,RN7SL743P
0.748621,1,1.22,1.33,1.0869565217391304,ENSG00000269202,RP4-614O4.12
0.748725,1,1.11,1.06,0.9523809523809523,ENSG00000271034,RP11-963H1.1
0.748785,1,3.09,2.62,0.8474576271186441,ENSG00000120907,ADRA1A
0.748812,1,172.23,163.08,0.9433962264150942,ENSG00000167670,CHAF1A
0.748836,1,2.12,1.8,0.8474576271186441,ENSG00000188822,CNR2
0.748966,1,3.38,2.97,0.8771929824561404,ENSG00000214860,EVPLL
0.748981,1,5.59,4.64,0.8333333333333334,ENSG00000151414,NEK7
0.749128,1,18.78,21.99,1.1764705882352942,ENSG00000051009,FAM160A2
0.749187,1,1.21,1.14,0.9433962264150942,ENSG00000225684,FAM225B
0.749205,1,1.16,1.06,0.9174311926605504,ENSG00000264885,RP11-815I9.4
0.749306,1,1.09,1.14,1.0416666666666667,ENSG00000233942,AC004012.1
0.749463,1,231.89,222.48,0.9615384615384615,ENSG00000137038,TMEM261
0.749503,1,13.6,12.21,0.9009009009009008,ENSG00000174151,CYB561D1
0.749594,1,2.05,2.51,1.2195121951219512,ENSG00000113361,CDH6
0.749657,1,1.39,1.27,0.9090909090909091,ENSG00000038945,MSR1
0.749675,1,4.66,3.92,0.8403361344537815,ENSG00000132677,RHBG
0.749681,1,2.65,3.08,1.1627906976744187,ENSG00000273472,RP11-102N12.3
0.749687,1,2.53,2.91,1.1494252873563218,ENSG00000145723,GIN1
0.7497,1,60.78,56.92,0.9345794392523364,ENSG00000128585,MKLN1
0.749789,1,101.18,96.59,0.9523809523809523,ENSG00000197345,MRPL21
0.749798,1,1.7,2.02,1.1904761904761905,ENSG00000253116,RP11-648L3.2
0.749806,1,1.09,1.14,1.0526315789473684,ENSG00000238945,snoU13
0.749838,1,54.97,51.02,0.9259259259259258,ENSG00000160570,DEDD2
0.749847,1,8,7.23,0.9009009009009008,ENSG00000101160,CTSZ
0.749854,1,1.97,1.73,0.8771929824561404,ENSG00000083817,ZNF416
0.749877,1,1.82,1.6,0.8849557522123894,ENSG00000149743,TRPT1
0.749965,1,1.24,1.14,0.9174311926605504,ENSG00000154175,ABI3BP
0.750103,1,3.23,2.78,0.8620689655172414,ENSG00000149489,ROM1
0.750107,1,9.05,10.32,1.1363636363636365,ENSG00000135916,ITM2C
0.750116,1,1.66,1.9,1.1494252873563218,ENSG00000204149,AGAP6
0.7502,1,1.72,1.95,1.1363636363636365,ENSG00000106631,MYL7
0.750202,1,9.37,7.83,0.8333333333333334,ENSG00000019549,SNAI2
0.750209,1,5.17,5.81,1.1235955056179776,ENSG00000157426,AASDH
0.750211,1,3.59,3.11,0.8695652173913044,ENSG00000123191,ATP7B
0.750431,1,1.12,1.06,0.9433962264150942,ENSG00000226308,RP4-813D12.3
0.750435,1,23.41,21.1,0.9009009009009008,ENSG00000176396,EID2
0.750446,1,21.88,19.84,0.9090909090909091,ENSG00000115946,PNO1
0.750488,1,102.23,95.22,0.9345794392523364,ENSG00000169155,ZBTB43
0.750495,1,17.07,15.64,0.9174311926605504,ENSG00000128849,CGNL1
0.750567,1,52.38,46.27,0.8849557522123894,ENSG00000147416,ATP6V1B2
0.750574,1,10.41,9.65,0.9259259259259258,ENSG00000112144,ICK
0.750657,1,7.12,6.66,0.9345794392523364,ENSG00000163406,SLC15A2
0.750683,1,1.24,1.14,0.9174311926605504,ENSG00000250328,CTC-210G5.1
0.750689,1,19.9,21.42,1.075268817204301,ENSG00000132600,PRMT7
0.750718,1,8.83,8.11,0.9174311926605504,ENSG00000111412,C12orf49
0.750845,1,20.26,18.27,0.9009009009009008,ENSG00000166669,ATF7IP2
0.750914,1,2.15,2.41,1.1235955056179776,ENSG00000112425,EPM2A
0.75096,1,90.76,98.42,1.0869565217391304,ENSG00000185728,YTHDF3
0.750973,1,9.97,8.18,0.819672131147541,ENSG00000149196,C11orf73
0.751004,1,8.27,9.8,1.1904761904761905,ENSG00000160908,ZNF394
0.751015,1,1.56,1.77,1.1363636363636365,ENSG00000266152,RN7SL550P
0.751126,1,1.14,1.08,0.9433962264150942,ENSG00000077279,DCX
0.751142,1,228.3,243.3,1.0638297872340425,ENSG00000150093,ITGB1
0.751544,1,2.28,1.93,0.8474576271186441,ENSG00000228638,FCF1P2
0.751686,1,2.05,1.78,0.8695652173913044,ENSG00000173918,C1QTNF1
0.751726,1,33.4,28.43,0.8547008547008548,ENSG00000047249,ATP6V1H
0.751783,1,29.55,32.53,1.0989010989010988,ENSG00000198793,MTOR
0.751868,1,2.46,2.09,0.8547008547008548,ENSG00000260276,RP11-77H9.2
0.751914,1,1.09,1.06,0.970873786407767,ENSG00000271765,7SK
0.75192,1,1.1,1.14,1.0309278350515465,ENSG00000266541,RP11-881L2.1
0.751988,1,42.94,48.39,1.1235955056179776,ENSG00000134602,MST4
0.752018,1,111.07,115.45,1.0416666666666667,ENSG00000134001,EIF2S1
0.752167,1,1.6,1.79,1.1111111111111112,ENSG00000114378,HYAL1
0.752183,1,2.87,2.53,0.8849557522123894,ENSG00000271851,RP11-565F19.2
0.75223,1,111.91,99.28,0.8849557522123894,ENSG00000156976,EIF4A2
0.752368,1,2.03,2.31,1.1363636363636365,ENSG00000231762,RP11-354K4.1
0.752426,1,138.1,123.71,0.8928571428571428,ENSG00000179010,MRFAP1
0.752531,1,90.13,104.62,1.1627906976744187,ENSG00000258486,RN7SL1
0.752547,1,26.42,22.75,0.8620689655172414,ENSG00000165175,MID1IP1
0.752585,1,4.14,4.84,1.1764705882352942,ENSG00000262681,RP11-311F12.1
0.7527,1,63.85,73.31,1.1494252873563218,ENSG00000095139,ARCN1
0.752706,1,23.44,25.16,1.075268817204301,ENSG00000124275,MTRR
0.752769,1,8.19,9.07,1.1111111111111112,ENSG00000155744,FAM126B
0.752829,1,15.38,13.95,0.9090909090909091,ENSG00000144452,ABCA12
0.752852,1,14.82,18.35,1.2345679012345678,ENSG00000117118,SDHB
0.752887,1,1.17,1.08,0.9174311926605504,ENSG00000263477,RP11-338L22.2
0.752913,1,2.9,3.36,1.1627906976744187,ENSG00000259230,CTD-2555C10.3
0.752955,1,7.02,7.78,1.1111111111111112,ENSG00000223705,NSUN5P1
0.753022,1,29.13,31.34,1.075268817204301,ENSG00000027847,B4GALT7
0.753146,1,7.33,6.68,0.9090909090909091,ENSG00000076555,ACACB
0.753178,1,126.86,112.39,0.8849557522123894,ENSG00000126453,BCL2L12
0.753353,1,2.34,2.75,1.1764705882352942,ENSG00000261200,RP11-989E6.10
0.753387,1,1.37,1.22,0.8928571428571428,ENSG00000218596,RP11-2J18.1
0.753426,1,1.25,1.35,1.075268817204301,ENSG00000090659,CD209
0.753663,1,10.99,12.54,1.1363636363636365,ENSG00000100031,GGT1
0.753665,1,1.74,1.54,0.8849557522123894,ENSG00000166317,SYNPO2L
0.753813,1,26.34,29.78,1.1363636363636365,ENSG00000165323,FAT3
0.753814,1,12.45,13.79,1.1111111111111112,ENSG00000165943,MOAP1
0.753957,1,1.83,1.56,0.8474576271186441,ENSG00000267056,AC005336.4
0.753987,1,9.15,9.85,1.075268817204301,ENSG00000103381,CPPED1
0.754091,1,1.31,1.22,0.9345794392523364,ENSG00000165091,TMC1
0.754218,1,1.25,1.14,0.9174311926605504,ENSG00000128656,CHN1
0.754259,1,40.53,36.54,0.9009009009009008,ENSG00000165684,SNAPC4
0.754264,1,3.23,3.81,1.1764705882352942,ENSG00000124469,CEACAM8
0.754287,1,28.2,30.56,1.0869565217391304,ENSG00000156381,ANKRD9
0.754307,1,46.68,44.75,0.9615384615384615,ENSG00000087274,ADD1
0.754311,1,95.9,90.76,0.9433962264150942,ENSG00000119812,FAM98A
0.754454,1,1.88,2.15,1.1363636363636365,ENSG00000179046,TRIML2
0.754796,1,10.39,11.52,1.1111111111111112,ENSG00000147650,LRP12
0.754828,1,1.53,1.37,0.8928571428571428,ENSG00000250072,CTC-529P8.1
0.754862,1,26.71,28.21,1.0526315789473684,ENSG00000120837,NFYB
0.754961,1,1.21,1.14,0.9433962264150942,ENSG00000231010,RP6-109B7.2
0.755027,1,2.64,2.28,0.8620689655172414,ENSG00000174672,BRSK2
0.755085,1,1.97,1.71,0.8695652173913044,ENSG00000261115,TMEM178B
0.755106,1,25.79,29.73,1.1494252873563218,ENSG00000109184,DCUN1D4
0.755141,1,1.28,1.4,1.0989010989010988,ENSG00000261635,RP11-618N24.1
0.755292,1,1.84,2.04,1.1111111111111112,ENSG00000172828,CES3
0.755298,1,1.15,1.08,0.9345794392523364,ENSG00000203797,DDO
0.755428,1,6.07,5.36,0.8849557522123894,ENSG00000158856,DMTN
0.755531,1,27.62,30.38,1.0989010989010988,ENSG00000103150,MLYCD
