Parametric p-value,FDR,Geom mean of intensities in class 1,Geom mean of intensities in class 2,Fold-change(KD/C),UniqueID,Symbol
0.601636,1,4.91,6.23,1.2658227848101264,ENSG00000260581,CTB-113P19.4
0.60175,1,22.91,19.92,0.8695652173913044,ENSG00000072818,ACAP1
0.60179,1,4.43,3.63,0.819672131147541,ENSG00000233834,AC005083.1
0.601819,1,4.44,5.88,1.3157894736842106,ENSG00000160691,SHC1
0.601824,1,1.55,1.27,0.819672131147541,ENSG00000220785,MTMR9LP
0.601841,1,1.16,1,0.8620689655172414,ENSG00000165874,FAM35BP
0.601841,1,1.16,1,0.8620689655172414,ENSG00000272386,RP11-666A8.12
0.601917,1,42.21,33.73,0.8,ENSG00000214617,SLC6A10P
0.602084,1,1.17,1.06,0.9009009009009008,ENSG00000269752,CTD-3149D2.3
0.602288,1,2.4,3.2,1.3333333333333333,ENSG00000144445,KANSL1L
0.602289,1,1.06,1.14,1.075268817204301,ENSG00000164949,GEM
0.602289,1,1.06,1.14,1.075268817204301,ENSG00000183773,AIFM3
0.602289,1,1.06,1.14,1.075268817204301,ENSG00000272301,RP11-111M22.4
0.602289,1,1.06,1.14,1.075268817204301,ENSG00000273216,AC002059.10
0.60229,1,2.9,2.3,0.7936507936507936,ENSG00000165868,HSPA12A
0.602301,1,46.75,42.26,0.9009009009009008,ENSG00000139132,FGD4
0.602357,1,1.24,1.08,0.8695652173913044,ENSG00000100302,RASD2
0.602462,1,2.32,1.77,0.7633587786259541,ENSG00000162641,AKNAD1
0.602465,1,122.88,106.48,0.8695652173913044,ENSG00000125901,MRPS26
0.602476,1,26.77,33.28,1.25,ENSG00000101236,RNF24
0.60258,1,8.67,11.93,1.36986301369863,ENSG00000136327,NKX2-8
0.602685,1,34.19,29.28,0.8547008547008548,ENSG00000165675,ENOX2
0.602686,1,21.57,25.15,1.1627906976744187,ENSG00000135999,EPC2
0.602839,1,9.09,6.39,0.7042253521126761,ENSG00000060069,CTDP1
0.602868,1,186.46,168.63,0.9009009009009008,ENSG00000175203,DCTN2
0.602906,1,137.23,110.67,0.8064516129032259,ENSG00000175063,UBE2C
0.60299,1,3.07,2.49,0.8130081300813008,ENSG00000228265,RP5-1125A11.1
0.603172,1,3.05,2.33,0.7633587786259541,ENSG00000269928,RP11-849F2.8
0.603217,1,1.1,1,0.9090909090909091,ENSG00000170727,BOP1
0.603262,1,1.14,1.27,1.1111111111111112,ENSG00000220984,AC025674.1
0.603264,1,1.15,1.26,1.0989010989010988,ENSG00000172977,KAT5
0.603562,1,1.54,1.93,1.25,ENSG00000115266,APC2
0.603622,1,2.07,2.54,1.2345679012345678,ENSG00000251095,RP11-115D19.1
0.603683,1,1.24,1.44,1.1627906976744187,ENSG00000145192,AHSG
0.603703,1,38.41,47.04,1.2195121951219512,ENSG00000131748,STARD3
0.603713,1,28.69,23.11,0.8064516129032259,ENSG00000099910,KLHL22
0.60376,1,14.55,19.41,1.3333333333333333,ENSG00000159216,RUNX1
0.6038,1,76.81,67,0.8695652173913044,ENSG00000135002,RFK
0.603891,1,22.76,19.06,0.8403361344537815,ENSG00000171084,FAM86JP
0.603934,1,55.99,47.42,0.8474576271186441,ENSG00000142327,RNPEPL1
0.604004,1,1.31,1.14,0.8695652173913044,ENSG00000167014,C15orf43
0.60409,1,3.48,2.6,0.7462686567164178,ENSG00000147174,ACRC
0.604101,1,1.22,1.06,0.8695652173913044,ENSG00000224294,RP3-326I13.1
0.604144,1,100.03,86.88,0.8695652173913044,ENSG00000141580,WDR45B
0.604182,1,145.88,193.94,1.3333333333333333,ENSG00000198431,TXNRD1
0.604208,1,1.17,1,0.8547008547008548,ENSG00000271821,XXbac-BPG299F13.14
0.604242,1,116.49,97.96,0.8403361344537815,ENSG00000226179,LINC00685
0.604333,1,15.31,19.45,1.2658227848101264,ENSG00000180979,LRRC57
0.604582,1,1.15,1.26,1.0989010989010988,ENSG00000273106,RP11-559M23.1
0.604663,1,616.12,713.16,1.1627906976744187,ENSG00000198727,MT-CYB
0.604864,1,1.11,1,0.9009009009009008,ENSG00000118729,CASQ2
0.604864,1,1.11,1,0.9009009009009008,ENSG00000125510,OPRL1
0.604864,1,1.11,1,0.9009009009009008,ENSG00000134240,HMGCS2
0.604864,1,1.11,1,0.9009009009009008,ENSG00000138135,CH25H
0.604864,1,1.11,1,0.9009009009009008,ENSG00000224829,CTD-2589O24.1
0.604864,1,1.11,1,0.9009009009009008,ENSG00000236434,RP11-296A18.6
0.604864,1,1.11,1,0.9009009009009008,ENSG00000241612,RP13-585F24.1
0.604864,1,1.11,1,0.9009009009009008,ENSG00000257303,RP11-977G19.11
0.604864,1,1.11,1,0.9009009009009008,ENSG00000259215,RP11-253M7.4
0.604864,1,1.11,1,0.9009009009009008,ENSG00000270518,RP11-210K20.3
0.604955,1,2.09,1.74,0.8333333333333334,ENSG00000248508,SRP14-AS1
0.604959,1,2.56,2.1,0.819672131147541,ENSG00000100564,PIGH
0.604966,1,1.94,1.4,0.7246376811594204,ENSG00000198483,ANKRD35
0.604969,1,1.72,1.34,0.7751937984496123,ENSG00000228634,RP4-534N18.2
0.605061,1,2.31,2.88,1.25,ENSG00000156886,ITGAD
0.605133,1,1.34,1.6,1.1904761904761905,ENSG00000225163,LINC00618
0.605145,1,3.67,4.89,1.3333333333333333,ENSG00000230732,AC127904.2
0.605148,1,1.62,2.02,1.25,ENSG00000272462,U91328.19
0.605176,1,2.13,1.67,0.7874015748031495,ENSG00000217236,SP9
0.605213,1,12.61,10.57,0.8403361344537815,ENSG00000103126,AXIN1
0.605235,1,1.18,1,0.8474576271186441,ENSG00000255171,RP11-375D13.2
0.605264,1,1.26,1.41,1.1235955056179776,ENSG00000261114,RP11-325K4.2
0.605267,1,4.32,5.73,1.3333333333333333,ENSG00000122674,CCZ1
0.605325,1,8.2,10.45,1.282051282051282,ENSG00000213676,ATF6B
0.605393,1,2.94,3.68,1.25,ENSG00000143452,HORMAD1
0.605455,1,1.14,1.06,0.9259259259259258,ENSG00000258561,RP11-72M17.1
0.605484,1,1.38,1.6,1.1494252873563218,ENSG00000243802,RP11-390K5.1
0.605521,1,35.27,29.49,0.8333333333333334,ENSG00000173545,ZNF622
0.605555,1,149.5,178.81,1.1904761904761905,ENSG00000183283,DAZAP2
0.605627,1,38.53,34.12,0.8849557522123894,ENSG00000132467,UTP3
0.605634,1,1.27,1.49,1.1764705882352942,ENSG00000172771,EFCAB12
0.605639,1,2.48,1.94,0.78125,ENSG00000179431,FJX1
0.60583,1,1.18,1,0.8474576271186441,ENSG00000225156,AC012354.6
0.60592,1,2.75,2.12,0.7692307692307692,ENSG00000078295,ADCY2
0.60602,1,1.48,1.26,0.8547008547008548,ENSG00000227740,RP11-318C24.2
0.606088,1,1.11,1,0.9009009009009008,ENSG00000251733,SCARNA8
0.606093,1,49.39,44.24,0.8928571428571428,ENSG00000072786,STK10
0.606107,1,1.3,1.56,1.1904761904761905,ENSG00000160460,SPTBN4
0.606108,1,3.61,2.36,0.6535947712418301,ENSG00000227189,AC092535.3
0.606134,1,147.72,193.02,1.2987012987012987,ENSG00000136153,LMO7
0.606139,1,223.75,199.06,0.8928571428571428,ENSG00000126267,COX6B1
0.606174,1,31.65,27.08,0.8547008547008548,ENSG00000242802,AP5Z1
0.606226,1,467.78,421.88,0.9009009009009008,ENSG00000230734,RPL10P3
0.606433,1,14.87,11.78,0.7936507936507936,ENSG00000237441,RGL2
0.606557,1,36.04,30.7,0.8547008547008548,ENSG00000132716,DCAF8
0.606573,1,1.19,1,0.8403361344537815,ENSG00000249584,RP11-478P10.1
0.606602,1,5.26,6.38,1.2195121951219512,ENSG00000186868,MAPT
0.606604,1,38.21,33.44,0.8771929824561404,ENSG00000135317,SNX14
0.606761,1,1.25,1.06,0.8474576271186441,ENSG00000272137,RP11-177G23.2
0.606922,1,6.32,5.24,0.8264462809917356,ENSG00000205763,RP9P
0.606958,1,1.23,1.06,0.8620689655172414,ENSG00000229227,RP11-38L15.2
0.60706,1,1.78,1.43,0.8064516129032259,ENSG00000153832,FBXO36
0.607097,1,1.13,1.22,1.075268817204301,ENSG00000099953,MMP11
0.607149,1,2.11,2.69,1.282051282051282,ENSG00000206149,HERC2P9
0.60718,1,1.38,1.14,0.8264462809917356,ENSG00000224958,PGM5-AS1
0.607206,1,1.12,1,0.8928571428571428,ENSG00000270750,RP11-461L13.3
0.607206,1,1.12,1,0.8928571428571428,ENSG00000271966,RP11-7F18.2
0.607299,1,1.12,1,0.8928571428571428,ENSG00000203783,PRR9
0.607309,1,2.24,1.78,0.7936507936507936,ENSG00000122870,BICC1
0.607578,1,47.97,54.58,1.1363636363636365,ENSG00000136522,MRPL47
0.607754,1,17.99,15.51,0.8620689655172414,ENSG00000079950,STX7
0.607774,1,60.48,51.4,0.8474576271186441,ENSG00000172534,HCFC1
0.607798,1,6.08,4.68,0.7692307692307692,ENSG00000165238,WNK2
0.60786,1,5.03,6.62,1.3157894736842106,ENSG00000172409,CLP1
0.607962,1,11.55,13.26,1.1494252873563218,ENSG00000127124,HIVEP3
0.607965,1,21.96,24.44,1.1111111111111112,ENSG00000114423,CBLB
0.60804,1,6.98,9.25,1.3157894736842106,ENSG00000141428,C18orf21
0.60809,1,2.66,2.25,0.8474576271186441,ENSG00000154764,WNT7A
0.608124,1,1.46,1.26,0.8620689655172414,ENSG00000186792,HYAL3
0.608126,1,40.4,46.4,1.1494252873563218,ENSG00000198874,TYW1
0.608147,1,1.28,1.14,0.8928571428571428,ENSG00000267073,AC005256.1
0.608148,1,95.33,113.59,1.1904761904761905,ENSG00000099139,PCSK5
0.608238,1,2.99,4.02,1.3513513513513513,ENSG00000017621,MAGIX
0.60826,1,4.92,3.72,0.7575757575757576,ENSG00000137872,SEMA6D
0.608333,1,1.18,1.08,0.9090909090909091,ENSG00000019102,VSIG2
0.608391,1,695.04,579.68,0.8333333333333334,ENSG00000174748,RPL15
0.608399,1,1.06,1.14,1.075268817204301,ENSG00000105967,TFEC
0.608399,1,1.06,1.14,1.075268817204301,ENSG00000164197,RNF180
0.608399,1,1.06,1.14,1.075268817204301,ENSG00000164691,TAGAP
0.608399,1,1.06,1.14,1.075268817204301,ENSG00000171431,KRT20
0.608399,1,1.06,1.14,1.075268817204301,ENSG00000204253,HNRNPCP2
0.608431,1,1.37,1.22,0.8928571428571428,ENSG00000178852,EFCAB13
0.608505,1,363.7,406.46,1.1235955056179776,ENSG00000185222,WBP5
0.608528,1,1.81,1.45,0.8,ENSG00000188508,KRTDAP
0.608582,1,60.86,70.05,1.1494252873563218,ENSG00000143641,GALNT2
0.608582,1,3.68,5.27,1.4285714285714286,ENSG00000214575,CPEB1
0.608628,1,312.99,286.14,0.9174311926605504,ENSG00000102226,USP11
0.608709,1,226.74,203.65,0.9009009009009008,ENSG00000145817,YIPF5
0.608901,1,28.31,25.47,0.9009009009009008,ENSG00000174132,FAM174A
0.608985,1,7.19,9.37,1.2987012987012987,ENSG00000261505,LA16c-358B7.3
0.609086,1,1.46,1.27,0.8695652173913044,ENSG00000163618,CADPS
0.609266,1,1.24,1.06,0.8547008547008548,ENSG00000227123,RPL12P44
0.609318,1,64.64,54.21,0.8403361344537815,ENSG00000106682,EIF4H
0.609383,1,48.74,43.06,0.8849557522123894,ENSG00000151348,EXT2
0.609449,1,3.74,4.75,1.2658227848101264,ENSG00000261731,CTD-2358C21.4
0.60945,1,3.59,4.64,1.2987012987012987,ENSG00000177721,ANXA2R
0.609559,1,1.21,1.08,0.8849557522123894,ENSG00000252062,RNU6-469P
0.609598,1,1.48,1.14,0.7692307692307692,ENSG00000174038,C9orf131
0.609624,1,8.09,10.4,1.282051282051282,ENSG00000175061,FAM211A-AS1
0.609673,1,5.1,6.57,1.282051282051282,ENSG00000197808,ZNF461
0.609688,1,4.16,5.11,1.2345679012345678,ENSG00000203615,AC069200.1
0.609852,1,29.47,33.36,1.1363636363636365,ENSG00000119041,GTF3C3
0.609877,1,1.34,1.61,1.2048192771084338,ENSG00000171916,LGALS9C
0.609986,1,2.23,1.71,0.7692307692307692,ENSG00000163463,KRTCAP2
0.61,1,1.13,1,0.8849557522123894,ENSG00000105649,RAB3A
0.610055,1,21.32,18.99,0.8928571428571428,ENSG00000100372,SLC25A17
0.61022,1,129.11,122.8,0.9523809523809523,ENSG00000198492,YTHDF2
0.610228,1,21.18,24.5,1.1627906976744187,ENSG00000130175,PRKCSH
0.610231,1,88.94,74.54,0.8403361344537815,ENSG00000160352,ZNF714
0.610263,1,129.29,113.09,0.8771929824561404,ENSG00000130779,CLIP1
0.610341,1,17.74,14.94,0.8403361344537815,ENSG00000182704,TSKU
0.610433,1,28.52,23.91,0.8403361344537815,ENSG00000137100,DCTN3
0.610521,1,3.69,2.71,0.7352941176470588,ENSG00000188483,IER5L
0.610536,1,6.88,4.72,0.684931506849315,ENSG00000235559,NOL5BP
0.610551,1,5.03,6.49,1.2987012987012987,ENSG00000180834,MAP6D1
0.610583,1,17.49,14.42,0.8264462809917356,ENSG00000170545,SMAGP
0.610645,1,1.84,1.52,0.8264462809917356,ENSG00000254142,RP11-53M11.3
0.610667,1,9.11,12.18,1.3333333333333333,ENSG00000164506,STXBP5
0.610668,1,1.14,1,0.8771929824561404,ENSG00000204011,COL5A1-AS1
0.610668,1,1.14,1,0.8771929824561404,ENSG00000214031,RP11-169L17.3
0.610668,1,1.14,1,0.8771929824561404,ENSG00000236976,RP11-165H4.2
0.611007,1,4.68,3.86,0.8264462809917356,ENSG00000145103,ILDR1
0.611048,1,35.8,40.72,1.1363636363636365,ENSG00000068654,POLR1A
0.611066,1,1.21,1.08,0.8928571428571428,ENSG00000236519,AL773604.8
0.611096,1,9.32,7.86,0.8403361344537815,ENSG00000160783,PMF1
0.611108,1,1.54,1.27,0.8264462809917356,ENSG00000225442,MPRIP-AS1
0.611244,1,1.57,1.9,1.2048192771084338,ENSG00000099308,MAST3
0.61127,1,1.17,1.06,0.9090909090909091,ENSG00000235916,RP13-444K19.1
0.611302,1,54.4,65.3,1.2048192771084338,ENSG00000196715,VKORC1L1
0.611314,1,54.84,48.84,0.8928571428571428,ENSG00000169738,DCXR
0.61137,1,42.24,34.83,0.8264462809917356,ENSG00000213699,SLC35F6
0.611387,1,1.26,1.41,1.1235955056179776,ENSG00000272572,RP11-179B2.2
0.611387,1,1.56,1.27,0.8130081300813008,ENSG00000230947,AP000356.2
0.611492,1,1.2,1.35,1.1235955056179776,ENSG00000266801,RP11-521L9.2
0.611508,1,16.82,14.53,0.8620689655172414,ENSG00000140400,MAN2C1
0.611555,1,1.14,1.06,0.9259259259259258,ENSG00000139547,RDH16
0.611598,1,1.24,1.08,0.8695652173913044,ENSG00000269959,SPACA6P-AS
0.611656,1,256.68,233.25,0.9090909090909091,ENSG00000104969,SGTA
0.611738,1,1.14,1,0.8771929824561404,ENSG00000216657,RP3-406P24.1
0.611796,1,2.66,3.2,1.2048192771084338,ENSG00000137274,BPHL
0.611831,1,18.77,21.71,1.1627906976744187,ENSG00000182871,COL18A1
0.611859,1,4.96,3.71,0.7462686567164178,ENSG00000171428,NAT1
0.611871,1,14.99,13.18,0.8771929824561404,ENSG00000182158,CREB3L2
0.61189,1,1.14,1,0.8771929824561404,ENSG00000234446,AC068489.1
0.61189,1,1.14,1,0.8771929824561404,ENSG00000265222,RP11-466A19.8
0.61189,1,1.14,1,0.8771929824561404,ENSG00000268223,ARL14EPL
0.612053,1,1.21,1.08,0.8928571428571428,ENSG00000259251,RP11-643M14.1
0.612195,1,2.05,1.71,0.8333333333333334,ENSG00000142530,FAM71E1
0.612215,1,42.91,35.26,0.819672131147541,ENSG00000037897,METTL1
0.612221,1,1.96,1.62,0.8264462809917356,ENSG00000269772,RP11-178G16.5
0.612324,1,1.16,1.08,0.9259259259259258,ENSG00000123870,ZNF137P
0.612354,1,743.48,1009.32,1.3513513513513513,ENSG00000145824,CXCL14
0.612378,1,29.07,31.99,1.0989010989010988,ENSG00000136504,KAT7
0.612435,1,22.54,19.69,0.8771929824561404,ENSG00000249641,HOXC13-AS
0.612447,1,1.27,1.14,0.8928571428571428,ENSG00000199805,RNU1-134P
0.612473,1,1.27,1.14,0.9009009009009008,ENSG00000198785,GRIN3A
0.612483,1,1.21,1.06,0.8771929824561404,ENSG00000246214,RP11-260E18.1
0.612573,1,1.21,1.37,1.1363636363636365,ENSG00000273335,RP11-61L19.2
0.612613,1,2.1,2.73,1.2987012987012987,ENSG00000197714,ZNF460
0.612647,1,7.81,10,1.282051282051282,ENSG00000121644,DESI2
0.612659,1,7.64,5.17,0.6756756756756757,ENSG00000121410,A1BG
0.612695,1,89.36,79.36,0.8849557522123894,ENSG00000070010,UFD1L
0.6127,1,1.15,1.06,0.9174311926605504,ENSG00000201378,Y_RNA
0.61272,1,10.59,11.92,1.1235955056179776,ENSG00000135775,COG2
0.612782,1,21.46,18.52,0.8620689655172414,ENSG00000162430,SEPN1
0.612784,1,22.11,28.49,1.282051282051282,ENSG00000106591,MRPL32
0.612836,1,2.3,1.8,0.78125,ENSG00000265692,RP13-516M14.4
0.612879,1,1.14,1.06,0.9259259259259258,ENSG00000174945,AMZ1
0.612944,1,65.64,70.21,1.075268817204301,ENSG00000170633,RNF34
0.613016,1,5.32,6.4,1.2048192771084338,ENSG00000074621,SLC24A1
0.613039,1,17.87,15.92,0.8928571428571428,ENSG00000104368,PLAT
0.61307,1,200.7,226.38,1.1235955056179776,ENSG00000143761,ARF1
0.613184,1,211.72,245.22,1.1627906976744187,ENSG00000006625,GGCT
0.613254,1,1.41,1.65,1.1764705882352942,ENSG00000224897,POT1-AS1
0.613322,1,1.15,1,0.8695652173913044,ENSG00000182325,FBXL6
0.613398,1,147.62,132.6,0.9009009009009008,ENSG00000103363,TCEB2
0.613438,1,1.55,1.27,0.819672131147541,ENSG00000233554,RP11-326F20.5
0.613444,1,53.57,45.89,0.8547008547008548,ENSG00000166340,TPP1
0.613468,1,5.05,6.35,1.25,ENSG00000239282,GATSL3
0.613543,1,138.45,120.83,0.8695652173913044,ENSG00000131508,UBE2D2
0.613776,1,84,94.41,1.1235955056179776,ENSG00000025772,TOMM34
0.61378,1,485.47,441.93,0.9090909090909091,ENSG00000108219,TSPAN14
0.613846,1,1.32,1.52,1.1494252873563218,ENSG00000223776,LGALS8-AS1
0.613939,1,1.51,1.84,1.2195121951219512,ENSG00000231249,ITPR1-AS1
0.613967,1,1.37,1.65,1.2048192771084338,ENSG00000229336,AP000568.2
0.61399,1,1.28,1.14,0.8849557522123894,ENSG00000268015,CTD-2525I3.3
0.613996,1,1.36,1.14,0.8403361344537815,ENSG00000172543,CTSW
0.614114,1,1.08,1.14,1.0638297872340425,ENSG00000123329,ARHGAP9
0.614167,1,6.4,8.37,1.3157894736842106,ENSG00000083750,RRAGB
0.614265,1,61.34,52.05,0.8474576271186441,ENSG00000110172,CHORDC1
0.614287,1,31.25,26.05,0.8333333333333334,ENSG00000169490,TM2D2
0.614289,1,11.2,12.9,1.1494252873563218,ENSG00000167645,YIF1B
0.614298,1,1.36,1.14,0.8333333333333334,ENSG00000260340,RP11-254F19.3
0.614309,1,5.12,6.38,1.25,ENSG00000254682,RP11-660L16.2
0.614347,1,2.16,1.77,0.819672131147541,ENSG00000154217,PITPNC1
0.614449,1,21.59,25.34,1.1764705882352942,ENSG00000242498,C15orf38
0.614556,1,1.32,1.14,0.8620689655172414,ENSG00000269486,CTC-360G5.9
0.614556,1,110.46,141.66,1.282051282051282,ENSG00000011426,ANLN
0.614567,1,1.12,1.21,1.075268817204301,ENSG00000223969,AC002456.2
0.614699,1,1.47,1.14,0.7751937984496123,ENSG00000169230,PRELID1
0.614716,1,89.99,107.05,1.1904761904761905,ENSG00000143569,UBAP2L
0.614782,1,17.01,20.12,1.1764705882352942,ENSG00000105472,CLEC11A
0.614904,1,1.17,1,0.8547008547008548,ENSG00000255243,CTD-2507G9.1
0.614912,1,329.93,369.08,1.1235955056179776,ENSG00000164611,PTTG1
0.615039,1,8.48,6.38,0.7518796992481203,ENSG00000180581,SRP9P1
0.615051,1,13.31,11.8,0.8849557522123894,ENSG00000100842,EFS
0.615065,1,25.51,18.36,0.7194244604316548,ENSG00000137767,SQRDL
0.615075,1,5.06,6.71,1.3333333333333333,ENSG00000111490,TBC1D30
0.615084,1,21.67,17.87,0.8264462809917356,ENSG00000142961,MOB3C
0.615092,1,43.77,34.06,0.7751937984496123,ENSG00000115944,COX7A2L
0.615116,1,8.64,10.52,1.2195121951219512,ENSG00000163932,PRKCD
0.615119,1,1.27,1.06,0.8333333333333334,ENSG00000213859,KCTD11
0.615126,1,1.46,1.77,1.2048192771084338,ENSG00000253878,RP11-347C18.3
0.615208,1,1.16,1.06,0.9090909090909091,ENSG00000231666,RP11-404O13.1
0.615248,1,21.99,18.97,0.8620689655172414,ENSG00000271738,RP11-137H2.6
0.615276,1,4.84,6.13,1.2658227848101264,ENSG00000185669,SNAI3
0.615279,1,56.88,67.07,1.1764705882352942,ENSG00000196712,NF1
0.615298,1,3.99,3.11,0.78125,ENSG00000095587,TLL2
0.61539,1,4.02,2.94,0.7299270072992701,ENSG00000179981,TSHZ1
0.615476,1,1.27,1.08,0.8474576271186441,ENSG00000163638,ADAMTS9
0.615511,1,1.16,1.06,0.9174311926605504,ENSG00000144868,TMEM108
0.615593,1,2.47,1.93,0.78125,ENSG00000272010,CTD-3025N20.3
0.615651,1,40.64,45.53,1.1235955056179776,ENSG00000159131,GART
0.615682,1,1.25,1.14,0.9090909090909091,ENSG00000263902,RN7SL437P
0.615821,1,3.56,2.78,0.78125,ENSG00000167992,VWCE
0.615829,1,1.06,1.14,1.075268817204301,ENSG00000207227,RNU6-900P
0.615835,1,1.18,1.34,1.1363636363636365,ENSG00000177946,CENPBD1
0.61587,1,1.85,2.4,1.2987012987012987,ENSG00000253564,RP11-956J14.2
0.61592,1,4.11,3.25,0.7874015748031495,ENSG00000263904,RP11-344B2.3
0.61595,1,5.67,4.52,0.8,ENSG00000167925,GHDC
0.616045,1,5.62,4.77,0.8474576271186441,ENSG00000213225,AC018804.7
0.616087,1,16.77,22.3,1.3333333333333333,ENSG00000135750,KCNK1
0.616122,1,12.43,10.02,0.8064516129032259,ENSG00000158796,DEDD
0.616198,1,20.72,23.01,1.1111111111111112,ENSG00000243317,C7orf73
0.61625,1,1.75,2.04,1.1627906976744187,ENSG00000267939,CTD-2325M2.1
0.61626,1,3.37,2.52,0.7462686567164178,ENSG00000240288,GHRLOS
0.616293,1,25.89,32.29,1.25,ENSG00000095209,TMEM38B
0.61631,1,4.82,3.81,0.7874015748031495,ENSG00000105516,DBP
0.616351,1,1.9,2.3,1.2048192771084338,ENSG00000261338,RP11-378A13.1
0.616463,1,40.07,46.02,1.1494252873563218,ENSG00000180822,PSMG4
0.616468,1,22.23,25.78,1.1627906976744187,ENSG00000101544,ADNP2
0.616486,1,225.99,257.74,1.1363636363636365,ENSG00000177732,SOX12
0.616491,1,1.18,1,0.8474576271186441,ENSG00000177675,CD163L1
0.616507,1,1.09,1.14,1.0526315789473684,ENSG00000261364,RP11-59E19.4
0.616515,1,1.22,1.06,0.8695652173913044,ENSG00000251491,OR7E28P
0.61654,1,69.62,78.93,1.1363636363636365,ENSG00000054523,KIF1B
0.616636,1,2.23,2.88,1.2987012987012987,ENSG00000237550,UBE2Q2P6
0.616799,1,1.19,1,0.8403361344537815,ENSG00000127743,IL17B
0.616962,1,7.3,6.25,0.8547008547008548,ENSG00000107960,OBFC1
0.616986,1,1.68,2.07,1.2345679012345678,ENSG00000221826,PSG3
0.617078,1,1.06,1.14,1.075268817204301,ENSG00000235947,EGOT
0.617078,1,1.06,1.14,1.075268817204301,ENSG00000251537,RP11-385D13.1
0.617227,1,7.68,9.26,1.2048192771084338,ENSG00000164331,ANKRA2
0.617414,1,163.98,198.77,1.2195121951219512,ENSG00000166164,BRD7
0.617508,1,1.64,1.92,1.1764705882352942,ENSG00000265282,RP11-269G24.4
0.617661,1,3.84,3.33,0.8695652173913044,ENSG00000272758,RP11-299J3.8
0.617874,1,24.8,27.12,1.0989010989010988,ENSG00000167393,PPP2R3B
0.617933,1,1.45,1.27,0.8771929824561404,ENSG00000117479,SLC19A2
0.618026,1,135.74,153.24,1.1235955056179776,ENSG00000113845,TIMMDC1
0.618098,1,23.38,20.01,0.8547008547008548,ENSG00000136104,RNASEH2B
0.618169,1,1.2,1.06,0.8771929824561404,ENSG00000170298,LGALS9B
0.618213,1,20.33,32.31,1.5873015873015872,ENSG00000232035,RP11-87N24.3
0.618245,1,26.2,23.12,0.8849557522123894,ENSG00000101213,PTK6
0.618249,1,5.2,6.31,1.2195121951219512,ENSG00000170846,AC093323.3
0.618264,1,1.19,1.08,0.9009009009009008,ENSG00000248489,CTD-2007H13.3
0.618342,1,9.67,8.15,0.8403361344537815,ENSG00000261452,RP11-509E16.1
0.618422,1,1.6,1.26,0.7874015748031495,ENSG00000228436,RP5-864K19.4
0.618532,1,13.54,15.96,1.1764705882352942,ENSG00000185947,ZNF267
0.61859,1,49.69,42.61,0.8547008547008548,ENSG00000133597,ADCK2
0.618688,1,119.02,135.09,1.1363636363636365,ENSG00000187079,TEAD1
0.618807,1,1.92,2.42,1.2658227848101264,ENSG00000184110,EIF3C
0.618875,1,15.95,13.61,0.8547008547008548,ENSG00000139636,LMBR1L
0.618881,1,1.2,1.06,0.8771929824561404,ENSG00000261838,RP11-303E16.6
0.618973,1,2.18,2.68,1.2345679012345678,ENSG00000261254,RP4-714D9.5
0.619036,1,1.29,1.52,1.1764705882352942,ENSG00000197748,WDR96
0.619053,1,50.3,61.33,1.2195121951219512,ENSG00000112078,KCTD20
0.619062,1,234.31,223.59,0.9523809523809523,ENSG00000164733,CTSB
0.619081,1,56.26,48.64,0.8620689655172414,ENSG00000149782,PLCB3
0.619152,1,44.95,38.82,0.8620689655172414,ENSG00000153395,LPCAT1
0.619174,1,1.4,1.21,0.8620689655172414,ENSG00000177283,FZD8
0.619224,1,8.42,9.5,1.1235955056179776,ENSG00000273045,C2ORF15
0.619267,1,2.47,1.88,0.7575757575757576,ENSG00000107331,ABCA2
0.619277,1,15.31,13.59,0.8849557522123894,ENSG00000225200,AB019441.29
0.619357,1,35.62,28.61,0.8064516129032259,ENSG00000051180,RAD51
0.619424,1,1.21,1.06,0.8771929824561404,ENSG00000232464,CTA-125H2.1
0.619515,1,10.41,13.21,1.2658227848101264,ENSG00000198689,SLC9A6
0.619518,1,1.32,1.58,1.1904761904761905,ENSG00000236532,AL035610.2
0.619733,1,41.42,36.22,0.8771929824561404,ENSG00000131653,TRAF7
0.619735,1,350.66,385.27,1.0989010989010988,ENSG00000120948,TARDBP
0.619892,1,6.21,7.48,1.2048192771084338,ENSG00000198105,ZNF248
0.619897,1,1.04,1.08,1.0309278350515465,ENSG00000232233,RP11-573D15.2
0.619908,1,3.32,4.1,1.2345679012345678,ENSG00000232490,OSBPL10-AS1
0.619931,1,1.5,1.79,1.1904761904761905,ENSG00000126464,PRR12
0.619953,1,1.06,1.14,1.075268817204301,ENSG00000250551,RP11-254I22.1
0.619974,1,2.23,1.74,0.78125,ENSG00000197696,NMB
0.620051,1,1.4,1.14,0.8130081300813008,ENSG00000257253,RP11-70F11.7
0.620059,1,1.47,1.22,0.8333333333333334,ENSG00000144712,CAND2
0.620207,1,7.83,11.62,1.4925373134328357,ENSG00000165264,NDUFB6
0.620226,1,5.38,4.49,0.8333333333333334,ENSG00000136144,RCBTB1
0.620338,1,6.92,7.91,1.1494252873563218,ENSG00000160752,FDPS
0.620378,1,1.3,1.52,1.1627906976744187,ENSG00000226235,LEMD1-AS1
0.62038,1,12.14,10.14,0.8333333333333334,ENSG00000197070,ARRDC1
